location_key,date,cumulative_confirmed,cumulative_deceased,population_male,population_female
US_NM_35001,2020-01-01,,,332576,345627
US_NM_35001,2020-01-02,,,332576,345627
US_NM_35001,2020-01-03,,,332576,345627
US_NM_35001,2020-01-04,,,332576,345627
US_NM_35001,2020-01-05,,,332576,345627
US_NM_35001,2020-01-06,,,332576,345627
US_NM_35001,2020-01-07,,,332576,345627
US_NM_35001,2020-01-08,,,332576,345627
US_NM_35001,2020-01-09,,,332576,345627
US_NM_35001,2020-01-10,,,332576,345627
US_NM_35001,2020-01-11,,,332576,345627
US_NM_35001,2020-01-12,,,332576,345627
US_NM_35001,2020-01-13,,,332576,345627
US_NM_35001,2020-01-14,,,332576,345627
US_NM_35001,2020-01-15,,,332576,345627
US_NM_35001,2020-01-16,,,332576,345627
US_NM_35001,2020-01-17,,,332576,345627
US_NM_35001,2020-01-18,,,332576,345627
US_NM_35001,2020-01-19,,,332576,345627
US_NM_35001,2020-01-20,,,332576,345627
US_NM_35001,2020-01-21,,,332576,345627
US_NM_35001,2020-01-22,,,332576,345627
US_NM_35001,2020-01-23,,,332576,345627
US_NM_35001,2020-01-24,,,332576,345627
US_NM_35001,2020-01-25,,,332576,345627
US_NM_35001,2020-01-26,,,332576,345627
US_NM_35001,2020-01-27,,,332576,345627
US_NM_35001,2020-01-28,,,332576,345627
US_NM_35001,2020-01-29,,,332576,345627
US_NM_35001,2020-01-30,,,332576,345627
US_NM_35001,2020-01-31,,,332576,345627
US_NM_35001,2020-02-01,,,332576,345627
US_NM_35001,2020-02-02,,,332576,345627
US_NM_35001,2020-02-03,,,332576,345627
US_NM_35001,2020-02-04,,,332576,345627
US_NM_35001,2020-02-05,,,332576,345627
US_NM_35001,2020-02-06,,,332576,345627
US_NM_35001,2020-02-07,,,332576,345627
US_NM_35001,2020-02-08,,,332576,345627
US_NM_35001,2020-02-09,,,332576,345627
US_NM_35001,2020-02-10,,,332576,345627
US_NM_35001,2020-02-11,,,332576,345627
US_NM_35001,2020-02-12,,,332576,345627
US_NM_35001,2020-02-13,,,332576,345627
US_NM_35001,2020-02-14,,,332576,345627
US_NM_35001,2020-02-15,,,332576,345627
US_NM_35001,2020-02-16,,,332576,345627
US_NM_35001,2020-02-17,,,332576,345627
US_NM_35001,2020-02-18,,,332576,345627
US_NM_35001,2020-02-19,,,332576,345627
US_NM_35001,2020-02-20,,,332576,345627
US_NM_35001,2020-02-21,,,332576,345627
US_NM_35001,2020-02-22,,,332576,345627
US_NM_35001,2020-02-23,,,332576,345627
US_NM_35001,2020-02-24,,,332576,345627
US_NM_35001,2020-02-25,,,332576,345627
US_NM_35001,2020-02-26,,,332576,345627
US_NM_35001,2020-02-27,,,332576,345627
US_NM_35001,2020-02-28,,,332576,345627
US_NM_35001,2020-02-29,,,332576,345627
US_NM_35001,2020-03-01,,,332576,345627
US_NM_35001,2020-03-02,,,332576,345627
US_NM_35001,2020-03-03,,,332576,345627
US_NM_35001,2020-03-04,,,332576,345627
US_NM_35001,2020-03-05,,,332576,345627
US_NM_35001,2020-03-06,,,332576,345627
US_NM_35001,2020-03-07,,,332576,345627
US_NM_35001,2020-03-08,,,332576,345627
US_NM_35001,2020-03-09,,,332576,345627
US_NM_35001,2020-03-10,,,332576,345627
US_NM_35001,2020-03-11,1.0,0.0,332576,345627
US_NM_35001,2020-03-12,2.0,0.0,332576,345627
US_NM_35001,2020-03-13,5.0,0.0,332576,345627
US_NM_35001,2020-03-14,6.0,0.0,332576,345627
US_NM_35001,2020-03-15,10.0,0.0,332576,345627
US_NM_35001,2020-03-16,14.0,0.0,332576,345627
US_NM_35001,2020-03-17,14.0,0.0,332576,345627
US_NM_35001,2020-03-18,17.0,0.0,332576,345627
US_NM_35001,2020-03-19,20.0,0.0,332576,345627
US_NM_35001,2020-03-20,23.0,0.0,332576,345627
US_NM_35001,2020-03-21,32.0,0.0,332576,345627
US_NM_35001,2020-03-22,34.0,0.0,332576,345627
US_NM_35001,2020-03-23,38.0,0.0,332576,345627
US_NM_35001,2020-03-24,43.0,0.0,332576,345627
US_NM_35001,2020-03-25,48.0,0.0,332576,345627
US_NM_35001,2020-03-26,55.0,0.0,332576,345627
US_NM_35001,2020-03-27,82.0,0.0,332576,345627
US_NM_35001,2020-03-28,93.0,1.0,332576,345627
US_NM_35001,2020-03-29,101.0,1.0,332576,345627
US_NM_35001,2020-03-30,117.0,3.0,332576,345627
US_NM_35001,2020-03-31,129.0,4.0,332576,345627
US_NM_35001,2020-04-01,148.0,4.0,332576,345627
US_NM_35001,2020-04-02,163.0,5.0,332576,345627
US_NM_35001,2020-04-03,202.0,7.0,332576,345627
US_NM_35001,2020-04-04,225.0,7.0,332576,345627
US_NM_35001,2020-04-05,246.0,7.0,332576,345627
US_NM_35001,2020-04-06,262.0,7.0,332576,345627
US_NM_35001,2020-04-07,307.0,8.0,332576,345627
US_NM_35001,2020-04-08,325.0,11.0,332576,345627
US_NM_35001,2020-04-09,369.0,12.0,332576,345627
US_NM_35001,2020-04-10,407.0,13.0,332576,345627
US_NM_35001,2020-04-11,422.0,13.0,332576,345627
US_NM_35001,2020-04-12,440.0,16.0,332576,345627
US_NM_35001,2020-04-13,455.0,16.0,332576,345627
US_NM_35001,2020-04-14,464.0,17.0,332576,345627
US_NM_35001,2020-04-15,477.0,17.0,332576,345627
US_NM_35001,2020-04-16,491.0,18.0,332576,345627
US_NM_35001,2020-04-17,514.0,22.0,332576,345627
US_NM_35001,2020-04-18,527.0,23.0,332576,345627
US_NM_35001,2020-04-19,542.0,24.0,332576,345627
US_NM_35001,2020-04-20,566.0,24.0,332576,345627
US_NM_35001,2020-04-21,585.0,29.0,332576,345627
US_NM_35001,2020-04-22,600.0,29.0,332576,345627
US_NM_35001,2020-04-23,631.0,31.0,332576,345627
US_NM_35001,2020-04-24,651.0,33.0,332576,345627
US_NM_35001,2020-04-25,670.0,33.0,332576,345627
US_NM_35001,2020-04-26,688.0,33.0,332576,345627
US_NM_35001,2020-04-27,694.0,33.0,332576,345627
US_NM_35001,2020-04-28,738.0,35.0,332576,345627
US_NM_35001,2020-04-29,765.0,35.0,332576,345627
US_NM_35001,2020-04-30,811.0,35.0,332576,345627
US_NM_35001,2020-05-01,830.0,36.0,332576,345627
US_NM_35001,2020-05-02,883.0,38.0,332576,345627
US_NM_35001,2020-05-03,920.0,40.0,332576,345627
US_NM_35001,2020-05-04,944.0,40.0,332576,345627
US_NM_35001,2020-05-05,963.0,42.0,332576,345627
US_NM_35001,2020-05-06,981.0,44.0,332576,345627
US_NM_35001,2020-05-07,1012.0,44.0,332576,345627
US_NM_35001,2020-05-08,1030.0,45.0,332576,345627
US_NM_35001,2020-05-09,1050.0,46.0,332576,345627
US_NM_35001,2020-05-10,1073.0,46.0,332576,345627
US_NM_35001,2020-05-11,1086.0,48.0,332576,345627
US_NM_35001,2020-05-12,1111.0,50.0,332576,345627
US_NM_35001,2020-05-13,1124.0,53.0,332576,345627
US_NM_35001,2020-05-14,1149.0,54.0,332576,345627
US_NM_35001,2020-05-15,1180.0,56.0,332576,345627
US_NM_35001,2020-05-16,1194.0,56.0,332576,345627
US_NM_35001,2020-05-17,1210.0,57.0,332576,345627
US_NM_35001,2020-05-18,1218.0,59.0,332576,345627
US_NM_35001,2020-05-19,1225.0,59.0,332576,345627
US_NM_35001,2020-05-20,1254.0,59.0,332576,345627
US_NM_35001,2020-05-21,1273.0,63.0,332576,345627
US_NM_35001,2020-05-22,1313.0,66.0,332576,345627
US_NM_35001,2020-05-23,1326.0,68.0,332576,345627
US_NM_35001,2020-05-24,1337.0,68.0,332576,345627
US_NM_35001,2020-05-25,1347.0,68.0,332576,345627
US_NM_35001,2020-05-26,1362.0,68.0,332576,345627
US_NM_35001,2020-05-27,1383.0,69.0,332576,345627
US_NM_35001,2020-05-28,1434.0,70.0,332576,345627
US_NM_35001,2020-05-29,1445.0,71.0,332576,345627
US_NM_35001,2020-05-30,1464.0,71.0,332576,345627
US_NM_35001,2020-05-31,1476.0,71.0,332576,345627
US_NM_35001,2020-06-01,1486.0,71.0,332576,345627
US_NM_35001,2020-06-02,1499.0,72.0,332576,345627
US_NM_35001,2020-06-03,1524.0,72.0,332576,345627
US_NM_35001,2020-06-04,1543.0,73.0,332576,345627
US_NM_35001,2020-06-05,1559.0,74.0,332576,345627
US_NM_35001,2020-06-06,1575.0,74.0,332576,345627
US_NM_35001,2020-06-07,1592.0,75.0,332576,345627
US_NM_35001,2020-06-08,1600.0,75.0,332576,345627
US_NM_35001,2020-06-09,1612.0,76.0,332576,345627
US_NM_35001,2020-06-10,1623.0,77.0,332576,345627
US_NM_35001,2020-06-11,1652.0,77.0,332576,345627
US_NM_35001,2020-06-12,1669.0,77.0,332576,345627
US_NM_35001,2020-06-13,1682.0,78.0,332576,345627
US_NM_35001,2020-06-14,1693.0,80.0,332576,345627
US_NM_35001,2020-06-15,1705.0,80.0,332576,345627
US_NM_35001,2020-06-16,1733.0,80.0,332576,345627
US_NM_35001,2020-06-17,1752.0,81.0,332576,345627
US_NM_35001,2020-06-18,1763.0,82.0,332576,345627
US_NM_35001,2020-06-19,1777.0,82.0,332576,345627
US_NM_35001,2020-06-20,1792.0,82.0,332576,345627
US_NM_35001,2020-06-21,1805.0,82.0,332576,345627
US_NM_35001,2020-06-22,1828.0,82.0,332576,345627
US_NM_35001,2020-06-23,1848.0,82.0,332576,345627
US_NM_35001,2020-06-24,1879.0,84.0,332576,345627
US_NM_35001,2020-06-25,1937.0,85.0,332576,345627
US_NM_35001,2020-06-26,1987.0,85.0,332576,345627
US_NM_35001,2020-06-27,2021.0,85.0,332576,345627
US_NM_35001,2020-06-28,2064.0,85.0,332576,345627
US_NM_35001,2020-06-29,2109.0,85.0,332576,345627
US_NM_35001,2020-06-30,2143.0,85.0,332576,345627
US_NM_35001,2020-07-01,2178.0,86.0,332576,345627
US_NM_35001,2020-07-02,2277.0,87.0,332576,345627
US_NM_35001,2020-07-03,2331.0,87.0,332576,345627
US_NM_35001,2020-07-04,2410.0,87.0,332576,345627
US_NM_35001,2020-07-05,2471.0,87.0,332576,345627
US_NM_35001,2020-07-06,2531.0,88.0,332576,345627
US_NM_35001,2020-07-07,2618.0,89.0,332576,345627
US_NM_35001,2020-07-08,2717.0,92.0,332576,345627
US_NM_35001,2020-07-09,2816.0,94.0,332576,345627
US_NM_35001,2020-07-10,2886.0,95.0,332576,345627
US_NM_35001,2020-07-11,2966.0,95.0,332576,345627
US_NM_35001,2020-07-12,3076.0,96.0,332576,345627
US_NM_35001,2020-07-13,3134.0,96.0,332576,345627
US_NM_35001,2020-07-14,3200.0,97.0,332576,345627
US_NM_35001,2020-07-15,3362.0,98.0,332576,345627
US_NM_35001,2020-07-16,3464.0,99.0,332576,345627
US_NM_35001,2020-07-17,3578.0,99.0,332576,345627
US_NM_35001,2020-07-18,3679.0,100.0,332576,345627
US_NM_35001,2020-07-19,3775.0,100.0,332576,345627
US_NM_35001,2020-07-20,3861.0,102.0,332576,345627
US_NM_35001,2020-07-21,3920.0,103.0,332576,345627
US_NM_35001,2020-07-22,4005.0,104.0,332576,345627
US_NM_35001,2020-07-23,4131.0,106.0,332576,345627
US_NM_35001,2020-07-24,4227.0,108.0,332576,345627
US_NM_35001,2020-07-25,4318.0,110.0,332576,345627
US_NM_35001,2020-07-26,4405.0,111.0,332576,345627
US_NM_35001,2020-07-27,4466.0,113.0,332576,345627
US_NM_35001,2020-07-28,4542.0,114.0,332576,345627
US_NM_35001,2020-07-29,4627.0,117.0,332576,345627
US_NM_35001,2020-07-30,4688.0,117.0,332576,345627
US_NM_35001,2020-07-31,4735.0,120.0,332576,345627
US_NM_35001,2020-08-01,4800.0,123.0,332576,345627
US_NM_35001,2020-08-02,4860.0,123.0,332576,345627
US_NM_35001,2020-08-03,4879.0,123.0,332576,345627
US_NM_35001,2020-08-04,4947.0,124.0,332576,345627
US_NM_35001,2020-08-05,4989.0,128.0,332576,345627
US_NM_35001,2020-08-06,5029.0,129.0,332576,345627
US_NM_35001,2020-08-07,5059.0,130.0,332576,345627
US_NM_35001,2020-08-08,5089.0,132.0,332576,345627
US_NM_35001,2020-08-09,5136.0,134.0,332576,345627
US_NM_35001,2020-08-10,5161.0,134.0,332576,345627
US_NM_35001,2020-08-11,5196.0,134.0,332576,345627
US_NM_35001,2020-08-12,5226.0,134.0,332576,345627
US_NM_35001,2020-08-13,5264.0,134.0,332576,345627
US_NM_35001,2020-08-14,5303.0,134.0,332576,345627
US_NM_35001,2020-08-15,5318.0,136.0,332576,345627
US_NM_35001,2020-08-16,5337.0,137.0,332576,345627
US_NM_35001,2020-08-17,5365.0,139.0,332576,345627
US_NM_35001,2020-08-18,5383.0,140.0,332576,345627
US_NM_35001,2020-08-19,5416.0,143.0,332576,345627
US_NM_35001,2020-08-20,5474.0,146.0,332576,345627
US_NM_35001,2020-08-21,5502.0,148.0,332576,345627
US_NM_35001,2020-08-22,5526.0,148.0,332576,345627
US_NM_35001,2020-08-23,5601.0,149.0,332576,345627
US_NM_35001,2020-08-24,5619.0,149.0,332576,345627
US_NM_35001,2020-08-25,5633.0,149.0,332576,345627
US_NM_35001,2020-08-26,5668.0,150.0,332576,345627
US_NM_35001,2020-08-27,5721.0,152.0,332576,345627
